siret;code;LocalBackupSuppliers;Versatility;agility_production;resilience_flow
75146503000029;10.71C;1.0;;0.9519263573942388;2.310503586779497
40092564000015;43.12A;1.0;;;
52493785100029;43.91B;1.0;;;
52224889700012;01.13Z;1.0;105.1351717;0.8777646232618486;2.12182386490374
32916815700462;42.11Z;1.0;92.0564477;;
64602020600041;43.12A;1.0;;;
80516039700024;10.71C;1.0;;0.9519263573942388;2.310503586779497
82442192900020;25.73A;1.0;;0.7740539934534899;3.1737052195783693
48122973000017;10.71C;1.0;;0.9519263573942388;2.310503586779497
51007783700027;43.34Z;1.0;;;
30247540500023;42.21Z;1.0;92.5380598;;
71205591200059;43.34Z;1.0;;;
77811981800020;01.62Z;1.0;;;
62202669800010;43.22B;1.0;;;
44136041900028;43.22B;1.0;;;
31780344300017;43.12B;1.0;;;
39178474100038;33.12Z;1.0;;;
42091303000011;43.12A;1.0;;;
51942904700029;43.22A;1.0;;;
48326148300026;25.11Z;1.0;;0.9691114070228496;1.1629586628009994
31221218600042;29.32Z;2.0080437958655897;;0.9686979889441776;0.7296920480625327
49377375800013;43.39Z;1.0;;;
31599920100058;11.02B;1.0;121.9928736;0.5155436624143375;1.2455648252875997
34766427800012;17.23Z;1.0;;0.9569682662070728;1.8081387655205827
89615004200043;10.13A;1.0521073252810582;;0.9455981388463172;3.994990356301415
30491406200019;10.11Z;1.0;;0.5012887285064277;4.690961416627284
33367358000036;28.22Z;1.0;;0.9816311690194904;2.2056334991998114
43448826800047;43.99C;1.0;;;
75147495800012;03.21Z;1.0;;0.6477704429531648;0.4123224842533717
48419593800028;25.11Z;1.0;;0.9691114070228496;1.1629586628009994
47845579300487;10.71A;1.0;;0.9519263573942388;2.310503586779497
38048153100099;43.22B;1.0;;;
43030491500019;03.21Z;1.0;;0.6477704429531648;0.4123224842533717
50744704300013;33.20B;1.0;;;
34402449200029;10.13A;1.0867150338833214;;0.9455981388463172;3.994990356301415
33365979500012;43.99C;1.0;;;
39451475600029;32.91Z;1.0;;0.8567108301070216;0.3283710687870199
39123472100010;01.19Z;1.0;104.3152094;0.7121049165513241;0.70252512395163
81088634100017;10.71C;1.0;;0.9519263573942388;2.310503586779497
31830045600023;26.12Z;1.0;;0.5481426614529726;0.6440068076985096
30655291000011;43.21A;1.0;;;
50321273000033;43.33Z;1.0;;;
82973458100012;10.71C;1.0;;0.9519263573942388;2.310503586779497
39135884300053;28.25Z;1.0;112.3850483;1.0106441419106076;1.7452696705020487
44391056700033;43.21A;1.0;;;
34821455200096;08.92Z;1.0;;;0.2049032694275384
41842315800025;10.82Z;1.0;;0.6747358990281447;4.131245581553453
52844833500018;31.09A;1.3784698032162468;160.4261889;1.020624501398892;1.3995619734848823
30134058405995;43.22B;1.0;;;
44283028700011;43.33Z;1.0;;;
48336849400041;43.21A;1.0;;;
41990142600025;43.99E;1.0;;;
41765236900022;43.91A;1.0;;;
30176828900029;25.62B;1.4120502569960025;;;
51289337100017;10.71C;1.0;;0.9519263573942388;2.310503586779497
30977045100016;16.23Z;1.0;;0.8969233699611064;0.7616620764635289
31316717300043;10.71A;1.0;;0.9519263573942388;2.310503586779497
38440759900016;10.11Z;1.0;;0.5012887285064277;4.690961416627284
44460844200315;35.13Z;1.0;;;
41186348300029;32.12Z;1.0;;0.4308985070860173;3.17243323036125
40107089100122;43.21A;1.0;;;
48902094100022;22.19Z;1.0;124.5301877;0.9569127703324404;5.160086301046203
41955384700023;22.29A;1.0;;0.8730248055797066;
39460433400026;25.11Z;1.0;;0.9691114070228496;1.1629586628009994
45135373400028;10.39A;1.0;;0.8732704581949278;13.092215512128178
52174318700028;01.24Z;1.0;81.6784495;0.960289899215046;0.2731547494344838
57665067500050;08.12Z;1.0;;1.1004749049083982;0.8196130777101537
31312590800027;25.62B;1.0;;;
40752140000017;03.21Z;1.0;;0.6477704429531648;0.4123224842533717
38454039900019;01.24Z;1.0;81.6784495;0.960289899215046;0.2731547494344838
31264685400025;43.22A;1.0;;;
42075119000018;43.34Z;1.0;;;
33424120500031;16.24Z;1.0;;0.9910436792092422;0.8594976093774177
37774171500058;43.22A;1.0;;;
34409669800016;26.52Z;1.0;;0.3556753933533558;1.7236562038115812
49295826900010;11.05Z;1.0;;0.9633955930038214;1.6199269886264325
43197083900046;25.61Z;1.0;;;
31587164001231;35.30Z;1.0;;;
81529594400012;25.62B;1.0;;;
41854529900053;43.21A;1.0;;;
45650053704606;35.30Z;1.0;;;
41027519200020;29.20Z;1.0;2.0360810000000003;0.994497693203196;1.2431052283958417
34077785300037;43.34Z;1.0;;;
45334509200010;43.33Z;1.0;;;
43128412400028;42.11Z;1.0;92.0564477;;
40751002300028;25.11Z;1.0;;0.9691114070228496;1.1629586628009994
43493259600019;10.89Z;1.0;;0.4389932225018033;5.91059886635532
39528641200022;25.11Z;1.0;;0.9691114070228496;1.1629586628009994
56202536100022;25.62B;1.0;;;
30728021400049;43.22B;1.0;;;
71450046900032;25.62B;2.648201027984009;;;
38421422700017;43.32B;1.0;;;
59480054200047;23.61Z;1.0;86.2829758;0.9611103785695616;0.50006134367362
46250020800014;43.32A;1.0;;;
66080046700046;42.22Z;1.0;120.4740285;;
31882671600082;28.22Z;1.0;;0.9816311690194904;2.2056334991998114
53324797900065;10.81Z;1.0;;0.6684255340953;2.169844057199795
83073039600025;24.10Z;1.0;;0.6328182032358145;7.369541431323332
72880004600035;43.32A;1.0;;;
53678005900013;10.61A;1.0;;0.7489110431406506;6.498874703078867
75107616700012;43.22B;1.0;;;
32954170000012;43.91A;1.0;;;
43442963500015;25.62B;1.4120502569960025;;;
41518042100018;23.13Z;1.0;;1.016100855339546;1.0376282273709418
49312678300023;10.11Z;1.0;;0.5012887285064277;4.690961416627284
35550229500403;43.34Z;1.0;;;
48484168900033;43.31Z;1.0;;;
34305826900030;42.22Z;1.0;120.4740285;;
42348164700018;28.25Z;1.0;112.3850483;1.0106441419106076;1.7452696705020487
33420102700029;25.61Z;1.0;;;
65588045800014;20.42Z;1.0;;0.8604447412363934;1.8540695029466
44460844202899;35.13Z;1.0;;;
51080768800021;25.11Z;1.0;;0.9691114070228496;1.1629586628009994
79838342800033;43.32B;1.0;;;
35036191100034;43.99C;1.0;;;
65201681700023;43.32A;1.0;;;
55208131769401;35.13Z;1.0;;;
57206188500065;25.21Z;1.0;;0.914966645043817;0.3918218665811209
47845579300321;10.71B;1.0;;0.9519263573942388;2.310503586779497
37954766400019;43.12A;1.0;;;
48963789200048;43.34Z;1.0;;;
38266499300013;43.91A;1.0;;;
75042314700024;24.53Z;1.0;;;
41003460702330;36.00Z;1.0;;;
58209518800220;27.51Z;1.0;;0.7814480230767552;3.67479449376636
78602068500024;42.11Z;1.0;92.0564477;;
80280499700012;33.20C;1.0;124.2598381;;
56165010200032;10.91Z;1.0;116.3627706;0.4798833328027034;1.6064739572601148
38393191200018;25.62A;1.0;;;
30379300400068;43.99C;1.0;;;
32157963300025;25.62B;2.236150770988007;;;
85480074501497;43.22B;1.0;;;
35265188900086;43.22B;1.0;;;
54208806700732;10.51C;1.0;;1.088002143913113;5.522046553931062
39794819100028;10.71C;1.0;;0.9519263573942388;2.310503586779497
44025228600016;23.70Z;1.0;;1.004539022360356;0.5098657701477531
32468419000030;28.99B;1.0;127.0180628;0.7151201204939546;4.887316458666156
40959090800011;01.13Z;1.0;105.1351717;0.8777646232618486;2.12182386490374
39498610300031;43.12A;1.0;;;
20004163000068;36.00Z;1.0;;;
38823884200024;10.71A;1.0;;0.9519263573942388;2.310503586779497
30948313900023;26.30Z;1.0;;0.7671392135851265;0.8502720354895942
40558054900039;17.21A;1.0;;0.9833594638929604;2.598193218774691
44788445300021;27.33Z;1.0;;1.0114890282194495;0.9215922656364832
44460844213508;35.13Z;1.0;;;
49523783600012;10.12Z;1.0;;0.4389234536012385;3.844264358942199
45165769600022;25.62B;2.648201027984009;;;
32611716500034;43.99C;1.0;;;
43525713400054;43.22A;1.0;;;
33490012300053;25.62B;1.0;;;
39534720600025;10.13B;1.0;208.5982033;0.9455981388463172;3.994990356301415
35171890300021;10.71C;1.0;;0.9519263573942388;2.310503586779497
40207205200028;43.34Z;1.0;;;
45048913300022;43.91A;1.0;;;
34447746800096;10.11Z;1.0;;0.5012887285064277;4.690961416627284
40077943500033;28.30Z;1.0;110.7046484;0.9483340660410444;2.752859045687003
52200470400014;43.99D;1.0;;;
79253388700024;10.71C;1.0;;0.9519263573942388;2.310503586779497
52226962000012;43.32A;1.0;;;
53213820300023;43.31Z;1.0;;;
44460844202741;35.13Z;1.0;;;
39070802200012;43.22B;1.0;;;
52867710700039;43.33Z;1.0;;;
34800206400015;25.11Z;1.0;;0.9691114070228496;1.1629586628009994
32387541900026;10.71D;1.0;179.4145495;0.9519263573942388;2.310503586779497
6520033900136;42.11Z;1.0;92.0564477;;
57202552611711;36.00Z;1.0;;;
41773349000011;01.13Z;1.0;105.1351717;0.8777646232618486;2.12182386490374
45134104400027;16.23Z;1.0;;0.8969233699611064;0.7616620764635289
40861734800029;27.40Z;1.0;;0.9995589904720944;1.1723352313759638
41665036400027;20.42Z;1.0;;0.8604447412363934;1.8540695029466
30397053700013;25.62B;1.8241005139920048;;;
39279150500028;16.24Z;1.0;;0.9910436792092422;0.8594976093774177
39876221100405;42.11Z;1.0;92.0564477;;
47845579301204;10.71C;1.0;;0.9519263573942388;2.310503586779497
40257188900078;11.07A;1.3524125482378195;120.9441417;0.9311799217516872;1.2458140680769132
55208131738190;35.11Z;1.0;;0.9328863710671096;0.1038684112481171
49337521600014;10.71C;1.0;;0.9519263573942388;2.310503586779497
50423211700029;43.91A;1.0;;;
80969271800012;10.71C;1.0;;0.9519263573942388;2.310503586779497
35169642200010;43.99C;1.0;;;
50964667500033;26.12Z;1.0;;0.5481426614529726;0.6440068076985096
33298995300028;26.30Z;1.0;;0.7671392135851265;0.8502720354895942
42372905200039;43.34Z;1.0;;;
60165014600108;10.12Z;1.0;;0.4389234536012385;3.844264358942199
30134058404816;43.22B;1.0;;;
48926778100016;22.22Z;1.0;125.1078952;0.9389260665327116;0.4970841252031132
34826978800033;25.99B;1.0;;0.7669552945695585;8.407770110268212
6380334000031;13.92Z;1.0;122.8104029;0.6909780583207722;4.228173411754032
35340096300222;28.12Z;1.0;;0.995290318782579;0.8905913972139172
44958664300024;01.30Z;1.0;101.1689246;0.2821679582292061;0.5347321007619439
30447549400023;25.62B;1.0;;;
45650053701479;35.30Z;1.0;;;
52352469200010;10.20Z;1.0;;1.017030662831988;7.776114460600422
40961013600015;10.71D;1.0;179.4145495;0.9519263573942388;2.310503586779497
41399491400013;43.21A;1.0;;;
41014066900012;25.73B;1.0;;0.7740539934534899;3.1737052195783693
53170258700019;10.71C;1.0;;0.9519263573942388;2.310503586779497
51384363100039;43.91B;1.0;;;
43389172800050;42.22Z;1.0;120.4740285;;
84628005500019;25.62B;1.0;;;
85580248400136;10.20Z;1.0;;1.017030662831988;7.776114460600422
38203587100013;28.13Z;1.0;;1.0119264586412906;0.6401083673523994
82346558800015;10.71C;1.0;;0.9519263573942388;2.310503586779497
67568045800014;27.12Z;1.0;;1.0766954773329889;1.2376128527751835
32769638100034;28.29A;1.0;;0.8613929935962699;5.575791683228693
81160629200019;43.34Z;1.0;;;
43360512800019;22.23Z;1.0;135.0043975;0.6841709709634232;1.7899911871236545
79203252600024;43.21A;1.0;;;
83901581500039;28.29A;1.0;;0.8613929935962699;5.575791683228693
38572004000018;25.11Z;1.0;;0.9691114070228496;1.1629586628009994
52712074500015;43.29A;1.0;;;
81474559200026;10.61B;1.0;133.3498185;0.7489110431406506;6.498874703078867
31563918700014;42.11Z;1.0;92.0564477;;
41848556100025;33.12Z;1.0;;;
34043828200014;10.13B;1.0;208.5982033;0.9455981388463172;3.994990356301415
38923525000039;25.12Z;1.0;;0.9944669442529794;0.7245889497894135
38885214700023;43.22B;1.0;;;
53423170900013;43.34Z;1.0;;;
48849691000032;25.73B;1.0;;0.7740539934534899;3.1737052195783693
82390126900022;21.20Z;1.0;;0.8595475223888829;0.9337452680076926
50343734500021;43.99C;1.0;;;
33464134700045;33.20B;1.0;;;
96250131800142;28.22Z;1.0;;0.9816311690194904;2.2056334991998114
79127855900012;10.91Z;1.0;116.3627706;0.4798833328027034;1.6064739572601148
31688318000069;30.30Z;1.0;;0.8160633770268463;2.311285663189293
80875326300017;01.43Z;1.0;;;0.1374408280844572
35173488400015;10.71C;1.0;;0.9519263573942388;2.310503586779497
50377984500018;43.12A;1.0;;;
1725014300025;43.22A;1.0;;;
34039421200021;43.32A;1.0;;;
32161691400024;10.12Z;1.0;;0.4389234536012385;3.844264358942199
31855792300048;01.21Z;1.0;89.0692841;1.0243076729386316;0.1365773747172419
43324043900011;10.51A;1.0;;1.088002143913113;5.522046553931062
32407385700025;01.13Z;1.0;105.1351717;0.8777646232618486;2.12182386490374
42131903900036;43.31Z;1.0;;;
37843988900031;20.41Z;1.0;;0.7681769152490764;2.611237066320113
42872419900016;27.12Z;1.0;;1.0766954773329889;1.2376128527751835
39294939200022;25.73A;1.0;;0.7740539934534899;3.1737052195783693
80013556800023;33.20A;1.0;;;
31182065800038;25.62B;2.236150770988007;;;
34906759500018;23.70Z;1.0;;1.004539022360356;0.5098657701477531
30119280300288;36.00Z;1.0;;;
35258309000035;25.61Z;1.0;;;
49208262300025;17.21A;1.0;;0.9833594638929604;2.598193218774691
79014620300035;43.99C;1.0;;;
51042750300022;26.51B;1.0;;0.6555545659673427;2.558671073677002
65265021900023;43.32B;1.0;;;
81148350200019;42.21Z;1.0;92.5380598;;
51179790400048;35.14Z;1.0;130.7552778;;
30112642100017;31.01Z;1.0;;2.085632760355658;0.8585197357090641
50800520400021;33.20B;1.0;;;
38241007400035;43.22B;1.0;;;
48802211200012;01.24Z;1.0;81.6784495;0.960289899215046;0.2731547494344838
80265292500016;10.71C;1.0;;0.9519263573942388;2.310503586779497
81698014800034;25.11Z;1.0;;0.9691114070228496;1.1629586628009994
81311143200023;33.20A;1.0;;;
81438181000013;10.71C;1.0;;0.9519263573942388;2.310503586779497
48343391800016;10.91Z;1.0;116.3627706;0.4798833328027034;1.6064739572601148
43821718400045;33.12Z;1.0;;;
44164795500018;16.29Z;1.0;;0.7945311476306864;4.785334945837202
34446347600038;43.21A;1.0;;;
42259854000017;23.99Z;1.0;;0.8941407211003851;3.76275019369482
78926804200023;43.99C;1.0;;;
44517855100021;43.31Z;1.0;;;
31931085000015;11.02B;1.0;121.9928736;0.5155436624143375;1.2455648252875997
41852493000041;33.20C;1.0;124.2598381;;
34976718600027;43.99C;1.0;;;
59205230202355;43.29B;1.0;;;
39889858500011;43.91A;1.0;;;
95059966200018;43.32A;1.0;;;
50837897300038;43.32C;1.0;;;
32723413400010;43.32A;1.0;;;
79337105500013;43.22B;1.0;;;
81021664800016;10.71D;1.0;179.4145495;0.9519263573942388;2.310503586779497
41825258100024;25.93Z;1.0;;0.930554168070754;6.286730400868581
56211088200924;08.12Z;1.0;;1.1004749049083982;0.8196130777101537
43380214700184;22.23Z;1.0;135.0043975;0.6841709709634232;1.7899911871236545
33489588500013;22.22Z;1.0;125.1078952;0.9389260665327116;0.4970841252031132
30436722000023;43.31Z;1.0;;;
80481039800029;27.40Z;1.0;;0.9995589904720944;1.1723352313759638
39902465200337;25.12Z;1.0;;0.9944669442529794;0.7245889497894135
38371167800839;43.29B;1.0;;;
57565057700035;43.32B;1.0;;;
40317389100025;43.12A;1.0;;;
80542020500314;43.32A;1.0;;;
6620112000103;33.20B;1.0;;;
39836655900019;43.99C;1.0;;;
31341406200023;10.71A;1.0;;0.9519263573942388;2.310503586779497
40048774000039;10.82Z;1.0;;0.6747358990281447;4.131245581553453
47845579302491;10.71C;1.0;;0.9519263573942388;2.310503586779497
48785008300014;43.31Z;1.0;;;
51394647500011;24.53Z;1.0;;;
41820549800029;43.21A;1.0;;;
34870572400014;43.22A;1.0;;;
34933723800019;43.32A;1.0;;;
50302430900034;43.32A;1.0;;;
39336384100072;16.24Z;1.0;;0.9910436792092422;0.8594976093774177
38535634000013;01.11Z;1.0;104.7636369;0.8339248976247077;2.95047671554193
31588276100051;43.29A;1.0;;;
5680065901443;43.21A;1.0;;;
84562030100018;13.92Z;1.0;122.8104029;0.6909780583207722;4.228173411754032
50864569400029;43.99C;1.0;;;
43991905100052;43.99B;1.0;;;
79015168200016;33.20A;1.0;;;
34747966900058;43.21A;1.0;;;
82088553100021;25.92Z;1.0;;1.0016778845479606;1.4523424549348785
80852873100033;20.42Z;1.0;;0.8604447412363934;1.8540695029466
49754932900025;10.13B;1.0;208.5982033;0.9455981388463172;3.994990356301415
31824728500048;20.42Z;1.0;;0.8604447412363934;1.8540695029466
43126247600036;33.16Z;1.0;95.3648535;;
40071180000039;27.33Z;1.0;;1.0114890282194495;0.9215922656364832
39450151400027;43.99C;1.0;;;
34159064400025;25.11Z;1.0;;0.9691114070228496;1.1629586628009994
56203783800025;28.11Z;1.0;;1.07101286789035;2.5250437161236574
35053685000026;43.99C;1.0;;;
49396238500016;10.71C;1.0;;0.9519263573942388;2.310503586779497
42110670900874;27.11Z;1.0;;0.9720309334154016;1.5023140951725011
30489001500023;16.24Z;1.0;;0.9910436792092422;0.8594976093774177
40015157700162;23.63Z;1.0;;1.105928020069011;
36350079400013;11.01Z;1.0;125.3913273;0.9729097774215092;0.4684188914039251
95002141000051;43.33Z;1.0;;;
43024385700116;43.29B;1.0;;;
47906580700022;43.21A;1.0;;;
43841606700017;43.22B;1.0;;;
47804107200016;25.29Z;1.0;;0.4934287874767438;1.8154125456929573
74678009700042;25.50A;1.0;;;
38962491700016;16.24Z;1.3028023881923887;;0.9910436792092422;0.8594976093774177
79880723600012;30.11Z;1.0;;0.8461592060553611;2.063694182478588
48190771500017;01.61Z;1.0;;;
49274115200044;43.21A;1.0;;;
44062861800017;43.34Z;1.0;;;
32338805800022;29.32Z;1.6720291972437262;;0.9686979889441776;0.7296920480625327
9668043400022;31.01Z;1.0;;2.085632760355658;0.8585197357090641
32346985800043;43.12A;1.0;;;
33272655300032;33.20B;1.0;;;
79216698500012;33.20A;1.0;;;
33096894200038;10.71C;1.0;;0.9519263573942388;2.310503586779497
74987776700014;43.12A;1.0;;;
43473244200018;22.29A;1.0;;0.8730248055797066;
35291459200048;22.22Z;1.0;125.1078952;0.9389260665327116;0.4970841252031132
25780022700031;36.00Z;1.0;;;
80952812800014;43.22A;1.0;;;
30252761900035;10.85Z;1.0;;0.9827611963104526;1.3372684679552054
41484008200013;16.24Z;1.0;;0.9910436792092422;0.8594976093774177
65820098500054;28.93Z;1.0;116.5400282;0.772932300664934;3.163992397152914
88575085100028;13.20Z;1.0;;0.4280898739708666;8.754404813188998
45850148300085;28.13Z;1.0;;1.0119264586412906;0.6401083673523994
44460844205512;35.13Z;1.0;;;
80852655200035;43.22A;1.0;;;
43437402100013;43.33Z;1.0;;;
53741440100019;43.32A;1.0;;;
34830863600011;43.99C;1.0;;;
33337361100016;16.29Z;1.0;;0.7945311476306864;4.785334945837202
90542001400011;11.01Z;1.0;125.3913273;0.9729097774215092;0.4684188914039251
64820238000032;43.32B;1.0;;;
59205230202371;43.29B;1.0;;;
33271183700069;22.29A;1.0;;0.8730248055797066;
38254761000032;18.12Z;1.0;;;
42437183900012;25.62A;1.4120502569960025;;;
79387729100021;43.29B;1.0;;;
44460844207393;35.13Z;1.0;;;
49129349400010;22.29A;1.0;;0.8730248055797066;
41175369200036;43.22A;1.0;;;
33486035000019;43.12A;1.0;;;
48423418200026;43.32B;1.0;;;
97120154600233;43.21B;1.0;;;
44460844212344;35.13Z;1.0;;;
31772084500013;28.30Z;1.0;110.7046484;0.9483340660410444;2.752859045687003
42912800200012;43.32B;1.0;;;
48243961900016;23.12Z;1.0;138.469151;1.0968345980551235;1.419500167778964
32066097000049;32.40Z;1.0;;0.9581306550764565;0.5891954917604751
79585015500727;10.11Z;1.0;;0.5012887285064277;4.690961416627284
43999173800014;43.32B;1.0;;;
49453823400027;43.21A;1.0;;;
45083897400068;33.20A;1.0;;;
48984801000026;43.32A;1.0;;;
58558030100042;14.19Z;1.0;;0.3137574111362991;4.8642448447768665
50468120600034;43.34Z;1.0;;;
81111838900014;10.71C;1.0;;0.9519263573942388;2.310503586779497
32715355700027;25.11Z;1.0;;0.9691114070228496;1.1629586628009994
32517525500026;33.20D;1.0;;;
41856743400034;43.21A;1.0;;;
43401179700017;43.99C;1.0;;;
38469560700026;22.29A;1.0;;0.8730248055797066;
31487078300029;43.12A;1.0;;;
38306423500013;10.72Z;1.0;;0.9519263573942388;0.6301624916087505
32582107200015;28.15Z;1.0;;1.031186518746662;0.6245749917892555
38169671500048;43.33Z;1.0;;;
50739175300013;43.12A;1.0;;;
55208131724224;35.11Z;1.0;;0.9328863710671096;0.1038684112481171
37968613200018;25.62B;1.0;;;
77320139700025;33.20B;1.0;;;
87722009500062;26.51B;1.0;;0.6555545659673427;2.558671073677002
50345472000023;28.12Z;1.0;;0.995290318782579;0.8905913972139172
48974501800015;01.13Z;1.0;105.1351717;0.8777646232618486;2.12182386490374
78012998703591;29.10Z;1.3014466984446422;121.3136369;1.0282321818969125;3.668945710937088
34977369700017;14.19Z;1.0;;0.3137574111362991;4.8642448447768665
77572016200053;33.12Z;1.0;;;
33955057600013;25.62B;1.0;;;
48330110700015;43.22B;1.0;;;
33400980000023;25.73B;1.0;;0.7740539934534899;3.1737052195783693
44089849200010;43.21A;1.0;;;
45104995100028;33.12Z;1.0;;;
38097931000014;08.11Z;1.0;;0.5858673240783988;0.7678508693374905
42918315500036;43.12A;1.0;;;
34804762200017;13.92Z;1.0;122.8104029;0.6909780583207722;4.228173411754032
38833955800024;43.22B;1.0;;;
44099991000035;43.99A;1.0;;;
71738038000021;43.32A;1.0;;;
44460844213870;35.13Z;1.0;;;
55288215100012;43.32A;1.0;;;
33045739100028;26.12Z;1.0;;0.5481426614529726;0.6440068076985096
44421123900025;43.22B;1.0;;;
81416628600017;10.39A;1.0;;0.8732704581949278;13.092215512128178
39930737000128;42.11Z;1.0;92.0564477;;
39256068600033;33.20C;1.0;124.2598381;;
82225518800010;43.34Z;1.0;;;
53148156200035;42.22Z;1.0;120.4740285;;
48030580400019;43.99C;1.0;;;
40005756800018;08.12Z;1.0;;1.1004749049083982;0.8196130777101537
44492955800021;25.62B;1.0;;;
44416864500042;36.00Z;1.0;;;
53049548000028;43.33Z;1.0;;;
31917662400025;43.91B;1.0;;;
40168203400012;43.12B;1.0;;;
41383507500040;28.30Z;1.0;110.7046484;0.9483340660410444;2.752859045687003
48260577100054;30.30Z;1.0;;0.8160633770268463;2.311285663189293
35275104400012;11.02B;1.0;121.9928736;0.5155436624143375;1.2455648252875997
54635022400046;43.21A;1.0;;;
55208131790670;35.14Z;1.0;130.7552778;;
74728015400028;22.29A;1.0;;0.8730248055797066;
33025474900014;01.13Z;1.0;105.1351717;0.8777646232618486;2.12182386490374
43552002800034;10.31Z;1.0;;0.9343837862864004;3.04818333756816
72206399700026;15.12Z;1.0;;0.2856878015145851;1.680691756160229
33290964700049;33.20C;1.0;124.2598381;;
48773469100065;28.22Z;1.0;;0.9816311690194904;2.2056334991998114
37891959100024;31.01Z;1.0;;2.085632760355658;0.8585197357090641
44460844213128;35.11Z;1.0;;0.9328863710671096;0.1038684112481171
33365775700055;43.32A;1.0;;;
55204695504052;43.22B;1.0;;;
49178692700021;43.22B;1.0;;;
37975852700012;22.23Z;1.0;135.0043975;0.6841709709634232;1.7899911871236545
49284637300016;43.32A;1.0;;;
49211115800019;25.61Z;1.0;;;
81449409200020;42.11Z;1.0;92.0564477;;
68850023000018;27.51Z;1.0;;0.7814480230767552;3.67479449376636
56850416100114;29.32Z;1.0;;0.9686979889441776;0.7296920480625327
55272156500026;41.10A;1.0;115.1182247;;
80307979700012;43.99A;1.0;;;
52422447400014;43.12A;1.0;;;
41003460702421;36.00Z;1.0;;;
38207503400019;43.32A;1.0;;;
32214989900047;33.20A;1.0;;;
33937998404085;36.00Z;1.0;;;
69980030600051;26.30Z;1.0;;0.7671392135851265;0.8502720354895942
52142526400012;25.29Z;1.0;;0.4934287874767438;1.8154125456929573
31622259500035;28.14Z;1.0;;0.8941308997023498;0.3011041406409153
52393849600016;43.21A;1.0;;;
42074936800015;43.12B;1.0;;;
83921749400013;10.71C;1.0;;0.9519263573942388;2.310503586779497
32940521100031;42.11Z;1.0;92.0564477;;
49759486100039;43.22A;1.0;;;
32870500900194;28.41Z;1.0;125.261508;0.8636069135727084;2.5722546379854307
49255947100015;43.33Z;1.0;;;
33057588700014;20.13B;1.0;;0.4379331528192008;15.49508341454398
34110458600019;25.62B;1.0;;;
42808682100025;25.62B;1.4120502569960025;;;
40505195400031;28.25Z;1.0;112.3850483;1.0106441419106076;1.7452696705020487
59278023300025;36.00Z;1.0;;;
39602023200106;10.11Z;1.0;;0.5012887285064277;4.690961416627284
38305103400049;43.22A;1.0;;;
30146871600057;01.49Z;1.0;;0.4082456314371216;2.26256673373439
38283906600018;42.21Z;1.0;92.5380598;;
38105593800017;01.47Z;1.0;;0.8977200701361409;1.2240130827110494
52231637100015;43.32A;1.0;;;
37997092400013;18.12Z;1.0;;;
33414715400010;43.91A;1.0;;;
30801801900049;20.14Z;1.0;;0.2998421739125269;21.83899566609705
41003460700839;36.00Z;1.0;;;
34306377200010;43.32A;1.0;;;
31257385000038;25.12Z;1.0;;0.9944669442529794;0.7245889497894135
38047905500010;20.14Z;1.0;;0.2998421739125269;21.83899566609705
82523535100012;43.99C;1.0;;;
49009659100147;08.12Z;1.0;;1.1004749049083982;0.8196130777101537
37755805100043;43.99C;1.0;;;
34326112900047;28.25Z;1.0;112.3850483;1.0106441419106076;1.7452696705020487
80056776000015;43.31Z;1.0;;;
65588110000011;23.63Z;1.0;;1.105928020069011;
80519752200032;15.11Z;1.0;;0.4765214959793372;2.189682910040638
38845644400016;33.20B;1.0;;;
41381386600014;43.91A;1.0;;;
39059900900029;43.91A;1.0;;;
