siret;code;LocalBackupSuppliers;Versatility;agility_production;resilience_flow
38833330400128;20.30Z;1.0;;0.814084468772085;4.583039897535246
32680152900016;43.91A;1.0;;;
33246774500029;43.12A;1.0;;;
33156359300010;43.32A;1.0;;;
51170734100042;10.71C;1.0;;0.9519263573942388;2.310503586779497
49188023300029;16.24Z;1.0;;0.9910436792092422;0.8594976093774177
83256549300018;10.71C;1.0;;0.9519263573942388;2.310503586779497
32492613800037;10.82Z;1.0;;0.6747358990281447;4.131245581553453
50479071800010;43.99D;1.0;;;
81320646300024;43.99C;1.0;;;
44239067000036;43.33Z;1.0;;;
40099877900021;25.61Z;1.0;;;
50282566400043;43.12A;1.0;;;
41361792900034;10.89Z;1.0;;0.4389932225018033;5.91059886635532
82012659700013;43.21A;1.0;;;
33389298200047;25.50B;1.0;;;
49452893800017;43.99C;1.0;;;
34324155000080;43.12B;1.0;;;
41380889000227;42.11Z;1.0;92.0564477;;
7280268900025;42.22Z;1.0;120.4740285;;
37932725700018;22.29B;1.2607326655868658;132.6583143;0.8730248055797066;3.1681948888161013
30978594700024;23.61Z;1.0;86.2829758;0.9611103785695616;0.50006134367362
82439344100012;20.52Z;1.0;;0.9264325732564996;1.8972658150105253
47845579301212;10.71A;1.0;;0.9519263573942388;2.310503586779497
33487372602250;43.22B;1.0;;;
35108747300028;25.61Z;1.0;;;
48048561400014;43.12A;1.0;;;
40756791600025;43.21A;1.0;;;
44460844202287;35.13Z;1.0;;;
53743318700102;08.12Z;1.0;;1.1004749049083982;0.8196130777101537
82763745500011;43.33Z;1.0;;;
81002941300012;10.83Z;1.0;131.3185867;0.8153179962632532;1.5591514167988294
31650276400046;22.23Z;1.0;135.0043975;0.6841709709634232;1.7899911871236545
78007921600047;43.99C;1.0;;;
30830576200046;43.34Z;1.0;;;
52992383100026;43.22A;1.0;;;
32968023500036;33.20B;1.0;;;
42172086300024;43.34Z;1.0;;;
7120033100024;16.23Z;1.0;;0.8969233699611064;0.7616620764635289
50317952500012;10.71C;1.0;;0.9519263573942388;2.310503586779497
47759616700023;43.12A;1.0;;;
89578055900012;08.11Z;1.0;;0.5858673240783988;0.7678508693374905
32834817200011;28.30Z;1.0;110.7046484;0.9483340660410444;2.752859045687003
5781313100026;36.00Z;1.0;;;
52368582400022;43.33Z;1.0;;;
39070339500025;10.71A;1.0;;0.9519263573942388;2.310503586779497
31587164001314;35.30Z;1.0;;;
38358961100037;43.22A;1.0;;;
39976777100070;27.12Z;1.0;;1.0766954773329889;1.2376128527751835
48013265300027;43.91B;1.0;;;
82311952400010;43.99D;1.0;;;
82745263200017;43.99C;1.0;;;
32894664500020;28.25Z;1.0;112.3850483;1.0106441419106076;1.7452696705020487
77566736302173;36.00Z;1.0;;;
39832521700014;22.22Z;1.0;125.1078952;0.9389260665327116;0.4970841252031132
37652001100028;43.12A;1.0;;;
40287661900105;16.29Z;1.0;;0.7945311476306864;4.785334945837202
91722030300064;43.21A;1.0;;;
30127612700117;17.22Z;1.0;;0.8068337354609061;1.5710746007372975
30261001900036;43.32A;1.0;;;
42912486000041;43.34Z;1.0;;;
44857276800019;43.32A;1.0;;;
34518261200027;22.19Z;1.0;124.5301877;0.9569127703324404;5.160086301046203
49139228800016;29.32Z;1.0;;0.9686979889441776;0.7296920480625327
33126008300018;10.51C;1.0;;1.088002143913113;5.522046553931062
31758751700028;43.32B;1.0;;;
34974317900070;33.12Z;1.0;;;
56209539800078;01.24Z;1.0;81.6784495;0.960289899215046;0.2731547494344838
48191479400013;10.71C;1.0;;0.9519263573942388;2.310503586779497
38776365900035;42.99Z;1.0;2.2982381;;
74652050100048;25.62B;2.236150770988007;;;
51361815700012;25.62B;1.0;;;
36580003600029;18.12Z;1.0;;;
38127816700022;43.99C;1.0;;;
48120428700017;01.24Z;1.0;81.6784495;0.960289899215046;0.2731547494344838
41104973700017;43.32B;1.0;;;
32147163300024;18.12Z;1.0;;;
53865509300010;43.99C;1.0;;;
79218952400012;25.99B;1.0;;0.7669552945695585;8.407770110268212
51984479900022;16.24Z;1.0;;0.9910436792092422;0.8594976093774177
34004392600062;33.20C;1.0;124.2598381;;
32551762100257;33.20C;1.0;124.2598381;;
39111358600054;43.99C;1.0;;;
32775382800018;22.22Z;1.0;125.1078952;0.9389260665327116;0.4970841252031132
57675063200035;43.99C;1.0;;;
67545016700019;14.19Z;1.0;;0.3137574111362991;4.8642448447768665
40105161000012;18.12Z;1.0;;;
48340524700071;20.14Z;1.0;;0.2998421739125269;21.83899566609705
37846519900024;25.72Z;1.0;;0.9827605967123538;0.715690466589801
35317214100031;18.12Z;1.0;;;
41473137200010;23.61Z;1.0;86.2829758;0.9611103785695616;0.50006134367362
41939563700012;10.71B;1.0;;0.9519263573942388;2.310503586779497
42225092800013;43.32A;1.0;;;
80894476300016;43.34Z;1.0;;;
34097702400017;25.62B;1.0;;;
35134723200032;27.90Z;1.0;;0.7236876820264967;4.789385225012657
35376645400022;17.12Z;1.0;;0.81702917786171;5.006081480920498
43010926400035;43.21A;1.0;;;
39161673700022;33.13Z;1.0;129.8739947;;
47947271400027;25.62B;1.0;;;
48852536100033;10.51C;1.0;;1.088002143913113;5.522046553931062
40915179200028;26.30Z;1.0;;0.7671392135851265;0.8502720354895942
80395500400020;43.22B;1.0;;;
37901558900029;43.91B;1.0;;;
33129306800036;10.13B;1.0;208.5982033;0.9455981388463172;3.994990356301415
51393566800014;43.33Z;1.0;;;
83114986900016;10.71C;1.0;;0.9519263573942388;2.310503586779497
67715015300034;43.12A;1.0;;;
57202552601654;36.00Z;1.0;;;
53539828300023;43.31Z;1.0;;;
31266860100239;43.29A;1.0;;;
41028847600048;43.29A;1.0;;;
43447421900038;43.12A;1.0;;;
79008484200026;43.29B;1.0;;;
44301243000031;43.21A;1.0;;;
78811656400014;22.21Z;1.0;;0.8460227392340365;1.9119144159217287
67692024200044;25.72Z;1.0;;0.9827605967123538;0.715690466589801
49728025500033;43.12A;1.0;;;
30050091500032;10.11Z;1.0;;0.5012887285064277;4.690961416627284
75048098000028;43.91B;1.0;;;
43276228400011;10.71C;1.0;;0.9519263573942388;2.310503586779497
75366499400013;10.71B;1.0;;0.9519263573942388;2.310503586779497
39039647100018;43.99C;1.0;;;
39996066500020;22.19Z;1.0;124.5301877;0.9569127703324404;5.160086301046203
57202552600110;36.00Z;1.0;;;
72203459200021;23.13Z;1.0;;1.016100855339546;1.0376282273709418
49155141200043;43.21A;1.0;;;
44093436200011;43.32B;1.0;;;
33989420600038;43.34Z;1.0;;;
34472970200045;32.13Z;1.0;125.1903787;0.2537365305594775;0.7855603626263732
38886621200029;20.51Z;1.0;;0.3737910214584617;1.9639102432403013
43897968400042;11.02A;1.0;119.7777366;0.5155436624143375;1.2455648252875997
38330893900024;23.52Z;1.0;;0.8825805217731381;0.6495893440544477
38287872600035;43.91B;1.0;;;
41818967600053;43.22B;1.0;;;
75040955900010;10.71C;1.0;;0.9519263573942388;2.310503586779497
83195594300012;10.71C;1.0;;0.9519263573942388;2.310503586779497
41224387500033;10.89Z;1.0;;0.4389932225018033;5.91059886635532
32267075300019;01.21Z;1.0;89.0692841;1.0243076729386316;0.1365773747172419
53216009000017;10.71C;1.0;;0.9519263573942388;2.310503586779497
55204695504482;35.30Z;1.0;;;
31186587700014;25.72Z;1.0;;0.9827605967123538;0.715690466589801
83331085700010;43.99E;1.0;;;
52899838800011;10.71C;1.0;;0.9519263573942388;2.310503586779497
53881199300020;10.83Z;1.0;131.3185867;0.8153179962632532;1.5591514167988294
57202552602678;36.00Z;1.0;;;
77565057500100;43.21B;1.0;;;
48200580800019;10.71C;1.0;;0.9519263573942388;2.310503586779497
48365241800029;43.22B;1.0;;;
39213336900018;43.12A;1.0;;;
31488938700028;28.30Z;1.0;110.7046484;0.9483340660410444;2.752859045687003
38309799500021;43.21A;1.0;;;
81094834900024;43.31Z;1.0;;;
34064515900013;10.11Z;1.0;;0.5012887285064277;4.690961416627284
48385171300014;43.32B;1.0;;;
79446578100027;29.20Z;1.0;2.0360810000000003;0.994497693203196;1.2431052283958417
41013063700029;43.32A;1.0;;;
30134058405474;43.22B;1.0;;;
37845580200033;33.20B;1.0;;;
40532466600016;25.62A;1.0;;;
50148582500019;10.51C;1.0;;1.088002143913113;5.522046553931062
53472312700013;43.34Z;1.0;;;
40138136300019;20.30Z;1.0;;0.814084468772085;4.583039897535246
54206017300052;17.12Z;1.0;;0.81702917786171;5.006081480920498
55208131786751;35.11Z;1.0;;0.9328863710671096;0.1038684112481171
49253977000023;43.32A;1.0;;;
31439771200048;15.20Z;1.0;;0.7916456490826119;2.627619492048765
58203567100079;27.51Z;1.0;;0.7814480230767552;3.67479449376636
80392461200010;10.71C;1.0;;0.9519263573942388;2.310503586779497
53919978600028;43.99C;1.0;;;
31228532300035;43.99C;1.0;;;
33750865900048;26.30Z;1.0;;0.7671392135851265;0.8502720354895942
98612018600028;20.59Z;1.0;;0.7340646052502539;10.58154965599068
39742684200019;10.11Z;1.0;;0.5012887285064277;4.690961416627284
55450381300038;28.41Z;1.0;125.261508;0.8636069135727084;2.5722546379854307
54209143400010;28.14Z;1.0;;0.8941308997023498;0.3011041406409153
40106090000032;43.39Z;1.0;;;
41645043500019;28.93Z;1.0;116.5400282;0.772932300664934;3.163992397152914
39203595200028;43.32A;1.0;;;
44775408600026;43.12B;1.0;;;
77566487303750;43.22B;1.0;;;
55208131712187;35.13Z;1.0;;;
42385195500033;25.12Z;1.0;;0.9944669442529794;0.7245889497894135
35403221100030;25.62B;1.8241005139920048;;;
48019008100012;43.12A;1.0;;;
80895549600019;10.71C;1.0;;0.9519263573942388;2.310503586779497
57575016100128;36.00Z;1.0;;;
30497314200017;43.12B;1.0;;;
49376518400012;13.10Z;1.0;115.4222016;0.1621366577687244;16.429395164132867
84383407800027;16.23Z;1.0;;0.8969233699611064;0.7616620764635289
38810604900025;10.71D;1.0;179.4145495;0.9519263573942388;2.310503586779497
43924276900016;25.62B;1.4120502569960025;;;
32552045000298;10.51C;1.0;;1.088002143913113;5.522046553931062
5820152600090;42.99Z;1.0;2.2982381;;
40989907700013;43.21A;1.0;;;
67608036900017;16.10A;1.0;;0.6585002367735269;1.2830410382368684
45001887400013;23.13Z;1.0;;1.016100855339546;1.0376282273709418
30211702300028;43.32B;1.0;;;
84023248200017;43.91B;1.0;;;
42511794200044;43.22A;1.0;;;
30442641400013;43.12A;1.0;;;
43355057100031;20.14Z;1.0;;0.2998421739125269;21.83899566609705
82297661900012;43.32A;1.0;;;
83368084600015;43.99C;1.0;;;
39067973600046;10.71C;1.0;;0.9519263573942388;2.310503586779497
33748614600042;25.11Z;1.0;;0.9691114070228496;1.1629586628009994
58215086800021;42.11Z;1.0;92.0564477;;
38108782400011;43.12A;1.0;;;
30352750100033;10.12Z;1.0;;0.4389234536012385;3.844264358942199
33937998403939;36.00Z;1.0;;;
48234097300858;10.71A;1.0;;0.9519263573942388;2.310503586779497
50495053600012;25.99B;1.0;;0.7669552945695585;8.407770110268212
35318984800016;21.20Z;1.0;;0.8595475223888829;0.9337452680076926
39767319500012;10.82Z;1.0;;0.6747358990281447;4.131245581553453
42905734200033;20.42Z;1.0;;0.8604447412363934;1.8540695029466
72202858600427;42.11Z;1.0;92.0564477;;
43001995000012;01.24Z;1.0;81.6784495;0.960289899215046;0.2731547494344838
49752473600012;01.61Z;1.0;;;
49203233900029;43.32C;1.0;;;
54200982400260;01.11Z;1.0;104.7636369;0.8339248976247077;2.95047671554193
38404101800027;43.32B;1.0;;;
48064838500015;43.21A;1.0;;;
35378241000024;13.95Z;1.0;;1.0081508649462645;0.4168764196756666
82339746800013;43.99C;1.0;;;
82871630800022;43.99C;1.0;;;
38867643900010;33.20C;1.0;124.2598381;;
82284729900010;10.71C;1.0;;0.9519263573942388;2.310503586779497
30335677800017;43.99C;1.0;;;
31226369200021;10.11Z;1.0;;0.5012887285064277;4.690961416627284
43421475500010;25.62B;1.0;;;
39507593000036;16.23Z;1.0;;0.8969233699611064;0.7616620764635289
38452307200021;16.29Z;1.0;;0.7945311476306864;4.785334945837202
53127292000012;41.10A;1.0;115.1182247;;
31918106100015;31.01Z;1.0;;2.085632760355658;0.8585197357090641
32294894400010;14.14Z;1.0;;1.1269161918814716;1.795130365132198
40095492100021;43.12A;1.0;;;
50177956500040;43.33Z;1.0;;;
43294603600014;43.32A;1.0;;;
31848875600020;25.61Z;1.0;;;
31869720800094;42.99Z;1.0;2.2982381;;
44476855000691;43.22B;1.0;;;
41510767100042;22.21Z;1.0;;0.8460227392340365;1.9119144159217287
81523903300013;16.10B;1.0;;0.6585002367735269;
80056748900037;43.21A;1.0;;;
69652041000254;15.12Z;1.0;;0.2856878015145851;1.680691756160229
44487377200032;22.29A;1.0;;0.8730248055797066;
40186086100012;01.30Z;1.0;101.1689246;0.2821679582292061;0.5347321007619439
68200032800075;08.12Z;1.0;;1.1004749049083982;0.8196130777101537
41056944600025;43.91B;1.0;;;
31594731700030;43.22A;1.0;;;
30969362000010;42.11Z;1.0;92.0564477;;
34980971500015;01.19Z;1.0;104.3152094;0.7121049165513241;0.70252512395163
40841762400025;43.12A;1.0;;;
55213938800169;35.11Z;1.0;;0.9328863710671096;0.1038684112481171
32774286200029;43.32B;1.0;;;
37020053700014;29.32Z;1.0;;0.9686979889441776;0.7296920480625327
39066439900081;10.71B;1.0;;0.9519263573942388;2.310503586779497
39788680500019;43.33Z;1.0;;;
41297448700057;43.29A;1.0;;;
33945134600029;28.22Z;1.0;;0.9816311690194904;2.2056334991998114
50019691000011;43.22B;1.0;;;
32770587700022;32.12Z;1.0;;0.4308985070860173;3.17243323036125
40852669700011;28.25Z;1.0;112.3850483;1.0106441419106076;1.7452696705020487
30098623900048;43.22A;1.0;;;
48956804800016;10.13B;1.0;208.5982033;0.9455981388463172;3.994990356301415
44478651100626;35.22Z;1.0;126.7295748;;
75134212200015;28.99B;1.0;127.0180628;0.7151201204939546;4.887316458666156
79418422600015;43.32C;1.0;;;
83947337800033;10.91Z;1.0;116.3627706;0.4798833328027034;1.6064739572601148
49130914200025;43.91B;1.0;;;
34476701700074;43.99C;1.0;;;
33969100800025;18.12Z;1.0;;;
41074323100038;42.11Z;1.0;92.0564477;;
31665586900022;43.39Z;1.0;;;
31254095800021;10.13A;1.0;;0.9455981388463172;3.994990356301415
80897996700011;43.99C;1.0;;;
35327855900011;43.33Z;1.0;;;
49417724900013;43.32B;1.0;;;
95032367500021;43.99A;1.0;;;
81490497500046;25.12Z;1.0;;0.9944669442529794;0.7245889497894135
38007389000036;43.12A;1.0;;;
48519755200261;43.99A;1.0;;;
38059137000024;43.12A;1.0;;;
53915029200016;03.11Z;1.0;;0.6477704429531648;2.662730358746437
5680065900031;43.21A;1.0;;;
51783783700023;43.32A;1.0;;;
55208131762059;35.13Z;1.0;;;
43406520700020;43.99C;1.0;;;
52200713700014;01.61Z;1.0;;;
40318080500018;20.14Z;1.0;;0.2998421739125269;21.83899566609705
32221367900036;28.30Z;1.0;110.7046484;0.9483340660410444;2.752859045687003
48933290800057;22.19Z;1.0;124.5301877;0.9569127703324404;5.160086301046203
30220540600028;32.91Z;1.0;;0.8567108301070216;0.3283710687870199
45550167600015;43.32B;1.0;;;
39083365500017;43.91B;1.0;;;
44507765400017;25.11Z;1.0;;0.9691114070228496;1.1629586628009994
83898135500012;43.34Z;1.0;;;
52422448200033;10.71C;1.0;;0.9519263573942388;2.310503586779497
39929538500062;21.20Z;1.0;;0.8595475223888829;0.9337452680076926
48398248400014;43.99C;1.0;;;
80794332900019;43.99C;1.0;;;
32900955900132;43.21A;1.0;;;
45290303200111;33.13Z;1.0;129.8739947;;
43400311700026;25.62B;1.0;;;
39941109900027;10.71C;1.0;;0.9519263573942388;2.310503586779497
34989108500020;43.34Z;1.0;;;
34996155700015;43.99C;1.0;;;
43852949700044;43.12A;1.0;;;
74722030900039;25.94Z;1.0;;1.031296702676174;0.6885986445760038
38816239800019;43.22B;1.0;;;
41236904300010;43.32A;1.0;;;
40298659000030;31.09A;1.0;160.4261889;1.020624501398892;1.3995619734848823
22120001700327;36.00Z;1.0;;;
49082646800012;10.71C;1.0;;0.9519263573942388;2.310503586779497
49317984000019;10.31Z;1.0;;0.9343837862864004;3.04818333756816
75550111100016;15.11Z;1.0;;0.4765214959793372;2.189682910040638
44512662600016;25.12Z;1.0;;0.9944669442529794;0.7245889497894135
9542001400011;11.07B;1.0;133.9014613;0.9311799217516872;1.2458140680769132
39100275500059;43.99D;1.0;;;
50502414100036;43.99C;1.0;;;
80311075800023;10.71C;1.0;;0.9519263573942388;2.310503586779497
34119736600030;10.13A;1.0;;0.9455981388463172;3.994990356301415
31261420900046;43.22B;1.0;;;
37850862600058;42.12Z;1.0;104.2172992;;
32935065600024;23.13Z;1.0;;1.016100855339546;1.0376282273709418
39887734000024;43.21A;1.0;;;
34131352600046;42.22Z;1.0;120.4740285;;
48766481500023;43.33Z;1.0;;;
41168360000026;10.72Z;1.0;;0.9519263573942388;0.6301624916087505
49880285900021;25.11Z;1.0;;0.9691114070228496;1.1629586628009994
38964385900751;43.21B;1.0;;;
51572064700020;32.40Z;1.0;;0.9581306550764565;0.5891954917604751
44788172300020;25.62A;1.0;;;
53465007200018;16.10B;1.0;;0.6585002367735269;
30583702300012;17.21A;1.0;;0.9833594638929604;2.598193218774691
43763098100045;27.40Z;1.0;;0.9995589904720944;1.1723352313759638
40328261900010;43.12A;1.0;;;
43944475300016;43.32B;1.0;;;
77563589900047;25.71Z;1.0;;0.4504809750107942;1.772052382609568
32665097500062;10.13B;1.0;208.5982033;0.9455981388463172;3.994990356301415
40381719000016;10.86Z;1.0;;1.0078566302544911;3.34431719790508
76280038100019;25.62B;1.0;;;
83078632300014;43.34Z;1.0;;;
41904254400025;25.50B;1.0;;;
31420888500025;33.16Z;1.0;95.3648535;;
34282830800037;10.12Z;1.0;;0.4389234536012385;3.844264358942199
30361508200060;23.12Z;1.0;138.469151;1.0968345980551235;1.419500167778964
37645002900016;10.72Z;1.0;;0.9519263573942388;0.6301624916087505
32651842000012;43.99C;1.0;;;
34767978900037;22.23Z;1.0;135.0043975;0.6841709709634232;1.7899911871236545
35066756400040;43.99C;1.0;;;
82869271500026;43.99B;1.0;;;
32951843500022;01.22Z;1.0;121.4071583;0.9750696099676264;0.4319205982952464
41497987200028;27.12Z;1.0;;1.0766954773329889;1.2376128527751835
33772658200030;43.21A;1.0;;;
38062765300039;10.89Z;1.0;;0.4389932225018033;5.91059886635532
39757336100011;28.93Z;1.0;116.5400282;0.772932300664934;3.163992397152914
31817503100018;16.23Z;1.0;;0.8969233699611064;0.7616620764635289
34107459900034;42.91Z;1.0;87.2023214;;
52082636300027;25.62B;1.0;;;
39145026900017;01.30Z;1.0;101.1689246;0.2821679582292061;0.5347321007619439
66920091700021;43.91A;1.0;;;
81463196600011;10.71C;1.0;;0.9519263573942388;2.310503586779497
44460844212914;35.13Z;1.0;;;
42466453000021;01.49Z;1.0;;0.4082456314371216;2.26256673373439
32475693100030;27.12Z;1.0;;1.0766954773329889;1.2376128527751835
39814364400019;43.99C;1.0;;;
39335394100015;43.12A;1.0;;;
62272087800108;42.22Z;1.0;120.4740285;;
31016158300029;43.99C;1.0;;;
55211976000072;43.21A;1.0;;;
31769453700034;24.33Z;1.0;;0.954074854892531;1.4559654886757587
51805352500029;33.20B;1.0;;;
42100929100020;02.20Z;1.0;;0.9771730429564496;
39290352200036;25.12Z;1.0;;0.9944669442529794;0.7245889497894135
82359097100110;43.32B;1.0;;;
38072978000037;25.29Z;1.0;;0.4934287874767438;1.8154125456929573
33023332100026;23.12Z;1.0;138.469151;1.0968345980551235;1.419500167778964
41014117000010;25.12Z;1.0;;0.9944669442529794;0.7245889497894135
81349961300020;43.99C;1.0;;;
35253392100032;16.24Z;1.0;;0.9910436792092422;0.8594976093774177
53474861100025;16.24Z;1.0;;0.9910436792092422;0.8594976093774177
53432024700024;13.92Z;1.0;122.8104029;0.6909780583207722;4.228173411754032
39223799600039;43.33Z;1.0;;;
81181888900032;43.31Z;1.0;;;
80923717500017;43.91A;1.0;;;
42355272800010;22.21Z;1.0;;0.8460227392340365;1.9119144159217287
39170721300024;25.62B;1.0;;;
67204412000026;43.99C;1.0;;;
53093775400030;43.34Z;1.0;;;
82755747100014;43.91B;1.0;;;
44460844205686;35.13Z;1.0;;;
41031314200029;01.61Z;1.0;;;
52002652700017;01.13Z;1.0;105.1351717;0.8777646232618486;2.12182386490374
41310894500010;10.13B;1.0;208.5982033;0.9455981388463172;3.994990356301415
48294001200032;10.71C;1.0;;0.9519263573942388;2.310503586779497
69203393900053;36.00Z;1.0;;;
34369674600019;25.11Z;1.0;;0.9691114070228496;1.1629586628009994
37934015100115;10.72Z;1.0;;0.9519263573942388;0.6301624916087505
48029134300014;43.32A;1.0;;;
38371167800227;43.29B;1.0;;;
56207750301032;42.21Z;1.0;92.5380598;;
42372931800018;10.71C;1.0;;0.9519263573942388;2.310503586779497
80193630300016;43.32B;1.0;;;
42341407700010;43.29A;1.0;;;
34347390600026;25.61Z;1.0;;;
32344784700019;25.11Z;1.0;;0.9691114070228496;1.1629586628009994
95752350900041;10.85Z;1.0;;0.9827611963104526;1.3372684679552054
41169998600021;10.13A;1.0;;0.9455981388463172;3.994990356301415
43748575800084;10.72Z;1.0;;0.9519263573942388;0.6301624916087505
47050071100036;43.99C;1.0;;;
57202552601001;36.00Z;1.0;;;
43427861000044;43.21A;1.0;;;
51918531800010;43.99C;1.0;;;
81973479900011;10.39B;1.0;;0.8732704581949278;13.092215512128178
80356542300016;43.12A;1.0;;;
55211561000024;25.99B;1.0;;0.7669552945695585;8.407770110268212
37698043900024;10.72Z;1.0;;0.9519263573942388;0.6301624916087505
48371774000029;33.20B;1.0;;;
39961508700059;43.32A;1.0;;;
47925686900021;43.99C;1.0;;;
81761172600016;43.22B;1.0;;;
38325260800419;42.12Z;1.0;104.2172992;;
41050183700018;25.62B;1.0;;;
75920045400099;22.22Z;1.0;125.1078952;0.9389260665327116;0.4970841252031132
39409425400023;25.62B;1.0;;;
44460844206080;35.13Z;1.0;;;
43164872400018;16.23Z;1.0;;0.8969233699611064;0.7616620764635289
79499424400026;10.71C;1.0;;0.9519263573942388;2.310503586779497
34167436400029;22.19Z;1.0;124.5301877;0.9569127703324404;5.160086301046203
38347093700103;33.20D;1.0;;;
38175349000048;43.11Z;1.0;;;
35313604700027;41.10C;1.0;39.2896627;;
40320808500015;25.62B;1.0;;;
54695037900133;10.11Z;1.0;;0.5012887285064277;4.690961416627284
32301771500018;25.62B;1.0;;;
81702027400012;25.73B;1.0;;0.7740539934534899;3.1737052195783693
34098357600026;10.72Z;1.0;;0.9519263573942388;0.6301624916087505
33870567600017;31.09A;1.0;160.4261889;1.020624501398892;1.3995619734848823
50754259500057;41.10A;1.0;115.1182247;;
55208131789748;35.14Z;1.0;130.7552778;;
79384028100018;10.71C;1.0;;0.9519263573942388;2.310503586779497
95001544600145;42.22Z;1.0;120.4740285;;
39213709700029;33.20B;1.0;;;
32447840300045;43.22B;1.0;;;
44470819200067;01.47Z;1.0;;0.8977200701361409;1.2240130827110494
37920807700055;10.61B;1.0;133.3498185;0.7489110431406506;6.498874703078867
5480420800053;16.24Z;1.0;;0.9910436792092422;0.8594976093774177
41931934800019;25.62B;1.0;;;
35002323000013;43.34Z;1.0;;;
51966120100011;43.34Z;1.0;;;
77566736302462;36.00Z;1.0;;;
37804049700034;26.51B;1.0;;0.6555545659673427;2.558671073677002
30732221400155;23.61Z;1.0;86.2829758;0.9611103785695616;0.50006134367362
48877315100011;10.71C;1.0;;0.9519263573942388;2.310503586779497
34348010900010;43.99E;1.0;;;
42295388500023;43.91A;1.0;;;
32135451600031;23.13Z;1.0;;1.016100855339546;1.0376282273709418
3662032600078;43.12A;1.0;;;
44460844210876;35.13Z;1.0;;;
41928326200253;43.99D;1.0;;;
38048245500033;43.91A;1.0;;;
31038117300023;14.19Z;1.0;;0.3137574111362991;4.8642448447768665
87080048900011;17.21B;1.0;;0.9833594638929604;2.598193218774691
63602013300022;23.63Z;1.0;;1.105928020069011;
30461443100050;43.34Z;1.0;;;
83102577000023;43.32A;1.0;;;
31322609400057;10.91Z;1.0;116.3627706;0.4798833328027034;1.6064739572601148
32874639100031;43.91B;1.0;;;
34374404100017;25.11Z;1.0;;0.9691114070228496;1.1629586628009994
33188848700039;43.32A;1.0;;;
40057556900019;25.11Z;1.0;;0.9691114070228496;1.1629586628009994
39474489000028;43.34Z;1.0;;;
38539389700017;30.12Z;1.0;;0.8940063379951888;0.4210539232657054
38441641800018;22.19Z;1.0;124.5301877;0.9569127703324404;5.160086301046203
38814528600018;43.99C;1.0;;;
39745518900035;10.85Z;1.0;;0.9827611963104526;1.3372684679552054
44460844201297;35.14Z;1.0;130.7552778;;
54205854000049;24.33Z;1.0;;0.954074854892531;1.4559654886757587
48872532600059;42.99Z;1.0;2.2982381;;
34950537000040;21.20Z;1.0;;0.8595475223888829;0.9337452680076926
43396359200038;10.11Z;1.0;;0.5012887285064277;4.690961416627284
39373487600039;43.99B;1.0;;;
31664497000014;43.22B;1.0;;;
51451126000010;43.32A;1.0;;;
32442064500032;43.99C;1.0;;;
41335903500016;43.32B;1.0;;;
43588004200047;23.63Z;1.0;;1.105928020069011;
37800896500022;43.12A;1.0;;;
42807688900016;28.12Z;1.0;;0.995290318782579;0.8905913972139172
41645043500027;28.93Z;1.0;116.5400282;0.772932300664934;3.163992397152914
95880640800034;28.93Z;1.0;116.5400282;0.772932300664934;3.163992397152914
32611651400034;26.11Z;1.0;;0.8456277795600152;0.7043517881913947
51863882000028;43.99B;1.0;;;
79868704200035;43.21A;1.0;;;
34173799700013;01.13Z;1.0;105.1351717;0.8777646232618486;2.12182386490374
57850339300048;10.13A;1.0;;0.9455981388463172;3.994990356301415
38117111500037;43.34Z;1.0;;;
50760279500019;10.61A;1.0;;0.7489110431406506;6.498874703078867
80022227500011;43.12A;1.0;;;
33879470400019;01.61Z;1.0;;;
31481650500023;25.61Z;1.0;;;
39135056800039;36.00Z;1.0;;;
43859730400031;43.21A;1.0;;;
69200672900044;41.10A;1.0;115.1182247;;
35274574900817;42.99Z;1.0;2.2982381;;
78881951400043;43.21A;1.0;;;
